128.000000000000000;	130.000000000000000;	2.000000000000000;
130.000000000000000;	133.000000000000000;	10.000000000000000;
133.000000000000000;	169.000000000000000;	184.000000000000000;
171.000000000000000;	183.000000000000000;	184.000000000000000;
183.000000000000000;	183.000000000000000;	184.000000000000000;
183.000000000000000;	183.000000000000000;	184.000000000000000;
183.000000000000000;	183.000000000000000;	184.000000000000000;
183.000000000000000;	183.000000000000000;	183.000000000000000;
183.000000000000000;	183.000000000000000;	183.000000000000000;
183.000000000000000;	183.000000000000000;	183.000000000000000;
183.000000000000000;	183.000000000000000;	183.000000000000000;
183.000000000000000;	183.000000000000000;	183.000000000000000;
183.000000000000000;	183.000000000000000;	183.000000000000000;
7.000000000000000;	7.000000000000000;	183.000000000000000;
6.000000000000000;	7.000000000000000;	183.000000000000000;
6.000000000000000;	6.000000000000000;	183.000000000000000;
6.000000000000000;	6.000000000000000;	183.000000000000000;
3.000000000000000;	4.000000000000000;	183.000000000000000;
3.000000000000000;	3.000000000000000;	183.000000000000000;
3.000000000000000;	3.000000000000000;	183.000000000000000;
2.000000000000000;	3.000000000000000;	182.000000000000000;
2.000000000000000;	2.000000000000000;	182.000000000000000;
2.000000000000000;	2.000000000000000;	182.000000000000000;
2.000000000000000;	2.000000000000000;	11.000000000000000;
2.000000000000000;	2.000000000000000;	6.000000000000000;
1.000000000000000;	2.000000000000000;	7.000000000000000;
1.000000000000000;	1.000000000000000;	6.000000000000000;
1.000000000000000;	1.000000000000000;	7.000000000000000;
1.000000000000000;	1.000000000000000;	6.000000000000000;
1.000000000000000;	1.000000000000000;	6.000000000000000;
1.000000000000000;	1.000000000000000;	6.000000000000000;
1.000000000000000;	1.000000000000000;	6.000000000000000;
1.000000000000000;	1.000000000000000;	5.000000000000000;
1.000000000000000;	1.000000000000000;	5.000000000000000;
1.000000000000000;	1.000000000000000;	5.000000000000000;
1.000000000000000;	1.000000000000000;	5.000000000000000;
1.000000000000000;	1.000000000000000;	5.000000000000000;
1.000000000000000;	1.000000000000000;	5.000000000000000;
1.000000000000000;	1.000000000000000;	5.000000000000000;
1.000000000000000;	1.000000000000000;	5.000000000000000;
0.000000000000000;	1.000000000000000;	5.000000000000000;
0.000000000000000;	1.000000000000000;	5.000000000000000;
0.000000000000000;	1.000000000000000;	5.000000000000000;
0.000000000000000;	1.000000000000000;	5.000000000000000;
0.000000000000000;	1.000000000000000;	5.000000000000000;
0.000000000000000;	1.000000000000000;	5.000000000000000;
0.000000000000000;	1.000000000000000;	6.000000000000000;
1.000000000000000;	1.000000000000000;	6.000000000000000;
1.000000000000000;	1.000000000000000;	6.000000000000000;
1.000000000000000;	1.000000000000000;	6.000000000000000;
1.000000000000000;	1.000000000000000;	7.000000000000000;
1.000000000000000;	1.000000000000000;	7.000000000000000;
1.000000000000000;	1.000000000000000;	179.000000000000000;
1.000000000000000;	1.000000000000000;	179.000000000000000;
1.000000000000000;	1.000000000000000;	179.000000000000000;
1.000000000000000;	1.000000000000000;	179.000000000000000;
1.000000000000000;	1.000000000000000;	179.000000000000000;
1.000000000000000;	2.000000000000000;	179.000000000000000;
1.000000000000000;	2.000000000000000;	179.000000000000000;
2.000000000000000;	2.000000000000000;	178.000000000000000;
2.000000000000000;	2.000000000000000;	178.000000000000000;
2.000000000000000;	2.000000000000000;	178.000000000000000;
2.000000000000000;	2.000000000000000;	178.000000000000000;
2.000000000000000;	2.000000000000000;	177.000000000000000;
2.000000000000000;	2.000000000000000;	177.000000000000000;
2.000000000000000;	3.000000000000000;	177.000000000000000;
2.000000000000000;	3.000000000000000;	177.000000000000000;
3.000000000000000;	4.000000000000000;	177.000000000000000;
3.000000000000000;	4.000000000000000;	177.000000000000000;
4.000000000000000;	4.000000000000000;	177.000000000000000;
4.000000000000000;	4.000000000000000;	177.000000000000000;
4.000000000000000;	4.000000000000000;	177.000000000000000;
4.000000000000000;	4.000000000000000;	177.000000000000000;
4.000000000000000;	4.000000000000000;	177.000000000000000;
4.000000000000000;	4.000000000000000;	176.000000000000000;
4.000000000000000;	4.000000000000000;	176.000000000000000;
4.000000000000000;	4.000000000000000;	176.000000000000000;
4.000000000000000;	6.000000000000000;	176.000000000000000;
4.000000000000000;	6.000000000000000;	176.000000000000000;
4.000000000000000;	6.000000000000000;	176.000000000000000;
6.000000000000000;	9.000000000000000;	176.000000000000000;
6.000000000000000;	9.000000000000000;	176.000000000000000;
6.000000000000000;	11.000000000000000;	176.000000000000000;
6.000000000000000;	11.000000000000000;	175.000000000000000;
9.000000000000000;	11.000000000000000;	175.000000000000000;
9.000000000000000;	11.000000000000000;	175.000000000000000;
11.000000000000000;	11.000000000000000;	175.000000000000000;
11.000000000000000;	11.000000000000000;	175.000000000000000;
11.000000000000000;	11.000000000000000;	175.000000000000000;
11.000000000000000;	11.000000000000000;	175.000000000000000;
11.000000000000000;	11.000000000000000;	175.000000000000000;
11.000000000000000;	11.000000000000000;	175.000000000000000;
11.000000000000000;	177.000000000000000;	175.000000000000000;
11.000000000000000;	177.000000000000000;	175.000000000000000;
11.000000000000000;	177.000000000000000;	175.000000000000000;
11.000000000000000;	177.000000000000000;	174.000000000000000;
11.000000000000000;	177.000000000000000;	174.000000000000000;
11.000000000000000;	177.000000000000000;	174.000000000000000;
177.000000000000000;	177.000000000000000;	174.000000000000000;
177.000000000000000;	177.000000000000000;	174.000000000000000;
177.000000000000000;	177.000000000000000;	174.000000000000000;
177.000000000000000;	176.000000000000000;	174.000000000000000;
176.000000000000000;	176.000000000000000;	174.000000000000000;
176.000000000000000;	176.000000000000000;	174.000000000000000;
176.000000000000000;	176.000000000000000;	173.000000000000000;
176.000000000000000;	176.000000000000000;	173.000000000000000;
176.000000000000000;	176.000000000000000;	173.000000000000000;
176.000000000000000;	176.000000000000000;	173.000000000000000;
176.000000000000000;	176.000000000000000;	173.000000000000000;
176.000000000000000;	176.000000000000000;	173.000000000000000;
176.000000000000000;	176.000000000000000;	173.000000000000000;
176.000000000000000;	176.000000000000000;	172.000000000000000;
176.000000000000000;	176.000000000000000;	172.000000000000000;
176.000000000000000;	176.000000000000000;	172.000000000000000;
176.000000000000000;	176.000000000000000;	172.000000000000000;
176.000000000000000;	175.000000000000000;	172.000000000000000;
175.000000000000000;	175.000000000000000;	172.000000000000000;
175.000000000000000;	175.000000000000000;	172.000000000000000;
175.000000000000000;	175.000000000000000;	171.000000000000000;
175.000000000000000;	175.000000000000000;	171.000000000000000;
175.000000000000000;	175.000000000000000;	171.000000000000000;
175.000000000000000;	175.000000000000000;	171.000000000000000;
175.000000000000000;	175.000000000000000;	171.000000000000000;
175.000000000000000;	175.000000000000000;	171.000000000000000;
175.000000000000000;	175.000000000000000;	170.000000000000000;
175.000000000000000;	175.000000000000000;	170.000000000000000;
175.000000000000000;	175.000000000000000;	170.000000000000000;
175.000000000000000;	175.000000000000000;	170.000000000000000;
175.000000000000000;	174.000000000000000;	170.000000000000000;
175.000000000000000;	174.000000000000000;	169.000000000000000;
174.000000000000000;	174.000000000000000;	169.000000000000000;
174.000000000000000;	174.000000000000000;	169.000000000000000;
174.000000000000000;	174.000000000000000;	169.000000000000000;
174.000000000000000;	174.000000000000000;	169.000000000000000;
174.000000000000000;	174.000000000000000;	168.000000000000000;
174.000000000000000;	174.000000000000000;	168.000000000000000;
174.000000000000000;	174.000000000000000;	168.000000000000000;
174.000000000000000;	174.000000000000000;	168.000000000000000;
174.000000000000000;	174.000000000000000;	168.000000000000000;
174.000000000000000;	174.000000000000000;	168.000000000000000;
174.000000000000000;	173.000000000000000;	168.000000000000000;
174.000000000000000;	173.000000000000000;	168.000000000000000;
173.000000000000000;	173.000000000000000;	168.000000000000000;
173.000000000000000;	173.000000000000000;	168.000000000000000;
173.000000000000000;	173.000000000000000;	168.000000000000000;
173.000000000000000;	173.000000000000000;	168.000000000000000;
173.000000000000000;	173.000000000000000;	168.000000000000000;
173.000000000000000;	173.000000000000000;	168.000000000000000;
173.000000000000000;	173.000000000000000;	168.000000000000000;
173.000000000000000;	173.000000000000000;	168.000000000000000;
173.000000000000000;	173.000000000000000;	168.000000000000000;
173.000000000000000;	173.000000000000000;	168.000000000000000;
173.000000000000000;	173.000000000000000;	168.000000000000000;
173.000000000000000;	172.000000000000000;	168.000000000000000;
173.000000000000000;	172.000000000000000;	168.000000000000000;
172.000000000000000;	172.000000000000000;	168.000000000000000;
172.000000000000000;	172.000000000000000;	168.000000000000000;
172.000000000000000;	172.000000000000000;	167.000000000000000;
172.000000000000000;	172.000000000000000;	167.000000000000000;
172.000000000000000;	172.000000000000000;	167.000000000000000;
172.000000000000000;	171.000000000000000;	167.000000000000000;
172.000000000000000;	171.000000000000000;	167.000000000000000;
171.000000000000000;	171.000000000000000;	167.000000000000000;
171.000000000000000;	171.000000000000000;	167.000000000000000;
171.000000000000000;	171.000000000000000;	167.000000000000000;
171.000000000000000;	171.000000000000000;	167.000000000000000;
171.000000000000000;	170.000000000000000;	167.000000000000000;
171.000000000000000;	170.000000000000000;	167.000000000000000;
170.000000000000000;	170.000000000000000;	166.000000000000000;
170.000000000000000;	170.000000000000000;	166.000000000000000;
170.000000000000000;	170.000000000000000;	166.000000000000000;
170.000000000000000;	170.000000000000000;	166.000000000000000;
170.000000000000000;	170.000000000000000;	166.000000000000000;
170.000000000000000;	170.000000000000000;	166.000000000000000;
170.000000000000000;	170.000000000000000;	166.000000000000000;
170.000000000000000;	170.000000000000000;	166.000000000000000;
170.000000000000000;	169.000000000000000;	166.000000000000000;
170.000000000000000;	169.000000000000000;	166.000000000000000;
169.000000000000000;	169.000000000000000;	165.000000000000000;
169.000000000000000;	169.000000000000000;	165.000000000000000;
169.000000000000000;	169.000000000000000;	165.000000000000000;
169.000000000000000;	169.000000000000000;	165.000000000000000;
169.000000000000000;	169.000000000000000;	165.000000000000000;
169.000000000000000;	169.000000000000000;	165.000000000000000;
169.000000000000000;	169.000000000000000;	165.000000000000000;
169.000000000000000;	169.000000000000000;	165.000000000000000;
169.000000000000000;	169.000000000000000;	164.000000000000000;
169.000000000000000;	169.000000000000000;	164.000000000000000;
169.000000000000000;	169.000000000000000;	164.000000000000000;
169.000000000000000;	168.000000000000000;	164.000000000000000;
169.000000000000000;	168.000000000000000;	164.000000000000000;
168.000000000000000;	168.000000000000000;	164.000000000000000;
168.000000000000000;	168.000000000000000;	164.000000000000000;
168.000000000000000;	168.000000000000000;	164.000000000000000;
168.000000000000000;	168.000000000000000;	164.000000000000000;
168.000000000000000;	168.000000000000000;	163.000000000000000;
168.000000000000000;	168.000000000000000;	163.000000000000000;
168.000000000000000;	168.000000000000000;	163.000000000000000;
168.000000000000000;	168.000000000000000;	163.000000000000000;
168.000000000000000;	168.000000000000000;	163.000000000000000;
